tanggal,wp_id,sektor,kecamatan,omzet_est,tarif,expected_tax,paid_tax,ratio_paid_expected,month,txn_wp_month,sector_code,kec_code,anomaly_label,anomaly_score,is_anomaly
2025-06-08,WP0291,RESTORAN,Jatiwangi,127575692.77,0.1,12757569.28,12309518.27,0.9648795942105988,6,1,4,1,1,-0.13410085969138497,False
2025-05-06,WP0311,HOTEL,Leuwimunding,108793444.18,0.1,10879344.42,9698053.17,0.8914188939704512,5,1,1,3,1,-0.14504002798996168,False
2024-10-25,WP0275,REKLAME,Kadipaten,29753843.49,0.25,7438460.87,7609062.51,1.0229350725884776,10,2,3,2,1,-0.14241895129740134,False
2024-10-01,WP0057,RESTORAN,Jatiwangi,96434963.36,0.1,9643496.34,8940551.38,0.9271068360254079,10,1,4,1,1,-0.14192521951882225,False
2025-04-04,WP0079,HOTEL,Panyingkiran,147261784.29,0.1,14726178.43,13880323.36,0.9425611285357759,4,2,1,6,1,-0.11705928923116155,False
2025-01-18,WP0316,REKLAME,Maja,31403575.28,0.25,7850893.82,8193137.55,1.0435929637881665,1,4,3,4,1,-0.03483860347493484,False
2025-05-16,WP0330,RESTORAN,Leuwimunding,84646460.49,0.1,8464646.05,8212326.09,0.9701913159145029,5,2,4,3,1,-0.15851301062209794,False
2024-09-22,WP0165,RESTORAN,Kadipaten,87035922.78,0.1,8703592.28,8099660.52,0.9306112073531092,9,1,4,2,1,-0.1536854927876673,False
2024-11-23,WP0319,RESTORAN,Panyingkiran,90860672.12,0.1,9086067.21,7799061.61,0.8583539423323283,11,3,4,6,1,-0.07491721637217236,False
2024-12-21,WP0203,RESTORAN,Maja,86243624.65,0.1,8624362.46,6815168.39,0.7902228624560845,12,1,4,4,1,-0.10939934295271947,False
2025-01-29,WP0276,REKLAME,Jatiwangi,14533041.21,0.25,3633260.3,3672219.59,1.0107229559082238,1,2,3,1,1,-0.07308193687552139,False
2025-02-04,WP0151,GALIAN_C,Rajagaluh,144061960.4,0.2,28812392.08,33895774.09,1.1764304052188923,2,1,0,7,1,-0.01938088518642256,False
2025-05-02,WP0304,REKLAME,Majalengka,34218726.26,0.25,8554681.56,9882076.24,1.1551658785531695,5,1,3,5,1,-0.14455636510481967,False
2025-08-06,WP0118,RESTORAN,Dawuan,30390531.89,0.1,3039053.19,725834.65,0.23883578358824317,8,1,4,0,-1,0.04962766605725355,True
2024-12-31,WP0247,HOTEL,Leuwimunding,154247933.45,0.1,15424793.34,17369371.73,1.1260683593703176,12,1,1,3,1,-0.09341019108681053,False
2025-04-17,WP0057,RESTORAN,Jatiwangi,48165454.55,0.1,4816545.45,5212109.48,1.0821260868616946,4,2,4,1,1,-0.11410151667930851,False
2025-07-31,WP0111,RESTORAN,Dawuan,120661287.98,0.1,12066128.8,11563464.69,0.9583408963776351,7,1,4,0,1,-0.11881249220038698,False
2024-12-05,WP0004,REKLAME,Panyingkiran,37472239.79,0.25,9368059.95,9466367.93,1.010493952912844,12,2,3,6,1,-0.11216309118383372,False
2024-10-05,WP0220,PARKIR,Panyingkiran,12784746.87,0.25,3196186.72,3295635.2,1.0311147278654609,10,2,2,6,1,-0.0906473736891188,False
2025-04-07,WP0285,REKLAME,Panyingkiran,24893424.47,0.25,6223356.12,6573126.92,1.0562029222264722,4,3,3,6,1,-0.10654551658337502,False
2025-02-20,WP0042,HOTEL,Maja,134646533.16,0.1,13464653.32,14732421.98,1.0941553139074804,2,1,1,4,1,-0.11514982794768613,False
2025-03-12,WP0162,REKLAME,Majalengka,15886035.51,0.25,3971508.88,4454643.31,1.121650094359099,3,1,3,5,1,-0.11933269867149499,False
2025-04-19,WP0009,REKLAME,Panyingkiran,13369638.54,0.25,3342409.63,3929087.14,1.1755253170449969,4,2,3,6,1,-0.08211861683857213,False
2025-05-14,WP0260,RESTORAN,Rajagaluh,85188371.44,0.1,8518837.14,8378516.51,0.9835281943187846,5,1,4,7,1,-0.11806406804018876,False
2025-05-16,WP0049,REKLAME,Majalengka,16083324.63,0.25,4020831.16,3305192.11,0.8220171348851166,5,5,3,5,-1,0.006361036009338572,True
2024-09-06,WP0002,GALIAN_C,Panyingkiran,383945396.77,0.2,76789079.35,64310565.82,0.8374962477004877,9,1,0,6,1,-0.013228373580113084,False
2025-07-13,WP0046,REKLAME,Jatiwangi,51733534.17,0.25,12933383.54,12422371.33,0.9604889000299454,7,1,3,1,1,-0.1399172838583524,False
2025-08-10,WP0283,HOTEL,Kadipaten,49675434.9,0.1,4967543.49,4860472.7,0.9784459280093791,8,1,1,2,1,-0.11672842200135869,False
2025-04-08,WP0231,PARKIR,Rajagaluh,10405875.55,0.25,2601468.89,2866509.2,1.101881022301981,4,1,2,7,1,-0.05838054954260308,False
2025-01-22,WP0193,GALIAN_C,Majalengka,185460018.07,0.2,37092003.61,6671990.68,0.17987679366560916,1,2,0,5,-1,0.029133992337801784,True
2025-04-03,WP0117,PARKIR,Majalengka,16605961.6,0.25,4151490.4,4102878.57,0.988290511282406,4,2,2,5,1,-0.12939116130000006,False
2025-02-07,WP0267,REKLAME,Leuwimunding,9590927.01,0.25,2397731.75,2313318.86,0.964794689814655,2,1,3,3,1,-0.07233525574057248,False
2025-01-15,WP0282,HOTEL,Panyingkiran,146848976.2,0.1,14684897.62,13533408.05,0.9215868166195633,1,2,1,6,1,-0.08182493978866412,False
2024-12-18,WP0107,HOTEL,Panyingkiran,183436610.61,0.1,18343661.06,42271393.3,2.304414214901548,12,4,1,6,-1,0.07491089809300733,True
2025-01-13,WP0276,REKLAME,Jatiwangi,36925252.37,0.25,9231313.09,9915651.46,1.0741322890176181,1,2,3,1,1,-0.10556625526658187,False
2025-02-04,WP0339,HOTEL,Majalengka,172593238.26,0.1,17259323.83,17355330.67,1.0055626072577146,2,2,1,5,1,-0.09797589337028068,False
2025-02-07,WP0117,PARKIR,Majalengka,23184557.84,0.25,5796139.46,5628157.74,0.97101834399271,2,1,2,5,1,-0.13585766377767328,False
2025-07-01,WP0124,RESTORAN,Rajagaluh,61682067.3,0.1,6168206.73,7301543.15,1.1837383974969333,7,2,4,7,1,-0.08868464915081092,False
2024-09-30,WP0269,HOTEL,Maja,110195647.99,0.1,11019564.8,11597942.77,1.0524864620787926,9,1,1,4,1,-0.14398492560355985,False
2024-10-20,WP0198,GALIAN_C,Kadipaten,159957044.66,0.2,31991408.93,28869125.08,0.9024024275757335,10,3,0,2,1,-0.03226761233079567,False
2025-06-03,WP0309,PARKIR,Kadipaten,15715053.08,0.25,3928763.27,3028625.88,0.7708853071210879,6,1,2,2,1,-0.1023530604327984,False
2025-02-13,WP0128,GALIAN_C,Jatiwangi,356090352.14,0.2,71218070.43,59944092.24,0.8416977865037616,2,1,0,1,-1,0.0020515540406430555,True
2025-01-31,WP0212,REKLAME,Leuwimunding,29317024.12,0.25,7329256.03,7678449.09,1.0476437251708342,1,2,3,3,1,-0.12376135237307445,False
2025-05-24,WP0028,REKLAME,Dawuan,48286491.8,0.25,12071622.95,11508150.78,0.9533225836878877,5,2,3,0,1,-0.11370347540229997,False
2025-04-23,WP0053,GALIAN_C,Jatiwangi,86089952.63,0.2,17217990.53,16391531.09,0.9520002384389742,4,3,0,1,1,-0.03330096248535397,False
2025-06-07,WP0027,RESTORAN,Dawuan,74274844.75,0.1,7427484.48,8253416.77,1.1111994635901277,6,2,4,0,1,-0.1187621118031158,False
2025-01-19,WP0020,RESTORAN,Kadipaten,94271184.67,0.1,9427118.47,10429843.43,1.1063660081488293,1,2,4,2,1,-0.10558257337345117,False
2024-08-31,WP0061,HOTEL,Kadipaten,164187109.96,0.1,16418711.0,17037483.35,1.0376870236646472,8,1,1,2,1,-0.12515859830599274,False
2025-03-30,WP0144,HOTEL,Rajagaluh,127293962.57,0.1,12729396.26,13738706.67,1.0792897313733243,3,1,1,7,1,-0.0931531924093808,False
2024-10-13,WP0272,PARKIR,Rajagaluh,19266220.01,0.25,4816555.0,4997249.93,1.0375153880730106,10,1,2,7,1,-0.0948339545384509,False
2025-05-10,WP0162,REKLAME,Majalengka,26588881.68,0.25,6647220.42,5725301.42,0.8613075929863628,5,1,3,5,1,-0.15094686233716165,False
2025-03-21,WP0090,HOTEL,Rajagaluh,131163682.69,0.1,13116368.27,12225445.89,0.9320755287088323,3,2,1,7,1,-0.08694985668198918,False
2025-02-15,WP0264,REKLAME,Rajagaluh,17993695.66,0.25,4498423.92,5027670.11,1.117651470695541,2,2,3,7,1,-0.07836114312770986,False
2025-05-08,WP0078,RESTORAN,Panyingkiran,149608635.11,0.1,14960863.51,14295089.25,0.955498941651664,5,1,4,6,1,-0.10791047878269083,False
2024-11-29,WP0194,REKLAME,Leuwimunding,25046405.64,0.25,6261601.41,6327986.8,1.010601982728249,11,2,3,3,1,-0.13569343687367336,False
2025-02-09,WP0349,HOTEL,Leuwimunding,88975014.32,0.1,8897501.43,10446823.19,1.174129981567196,2,1,1,3,1,-0.10952175553000226,False
2025-03-20,WP0149,RESTORAN,Rajagaluh,70063725.97,0.1,7006372.6,7925225.37,1.1311452905031059,3,2,4,7,1,-0.09446270858868944,False
2025-03-01,WP0277,PARKIR,Panyingkiran,15423827.87,0.25,3855956.97,4171486.78,1.0818291833790872,3,1,2,6,1,-0.10957594839650237,False
2024-10-13,WP0008,GALIAN_C,Panyingkiran,142028433.28,0.2,28405686.66,30043986.1,1.0576750514645015,10,1,0,6,1,-0.06546756543685472,False
2025-03-17,WP0091,RESTORAN,Maja,35767715.04,0.1,3576771.5,3899538.58,1.0902397818815097,3,1,4,4,1,-0.09146314851164211,False
2024-10-06,WP0134,HOTEL,Kadipaten,74403791.68,0.1,7440379.17,7818998.74,1.0508871337534267,10,2,1,2,1,-0.12231862821101691,False
2025-02-11,WP0025,HOTEL,Majalengka,97385579.96,0.1,9738558.0,9736835.83,0.9998231596505356,2,1,1,5,1,-0.1237209075732173,False
2025-05-29,WP0053,GALIAN_C,Jatiwangi,183918402.9,0.2,36783680.58,31176185.98,0.847554825629687,5,1,0,1,1,-0.053973895870758515,False
2025-03-27,WP0268,PARKIR,Maja,20209331.99,0.25,5052333.0,5772512.27,1.1425439039746588,3,2,2,4,1,-0.12308385058046162,False
2025-05-02,WP0319,RESTORAN,Panyingkiran,85634943.97,0.1,8563494.4,8543536.68,0.9976694420445933,5,3,4,6,1,-0.10518260488574777,False
2024-12-31,WP0225,RESTORAN,Majalengka,110736484.46,0.1,11073648.45,11970036.72,1.0809478713404526,12,1,4,5,1,-0.11693618156414831,False
2025-04-27,WP0316,REKLAME,Maja,35405506.69,0.25,8851376.67,8394636.98,0.9483990223184119,4,1,3,4,1,-0.15617368891162509,False
2025-04-05,WP0080,RESTORAN,Dawuan,46619922.53,0.1,4661992.25,4389637.02,0.9415796476281143,4,1,4,0,1,-0.09932638462035781,False
2024-11-29,WP0213,REKLAME,Leuwimunding,37977025.63,0.25,9494256.41,8288557.42,0.8730075386704244,11,2,3,3,1,-0.13106742691922196,False
2024-12-30,WP0120,REKLAME,Majalengka,38810952.99,0.25,9702738.25,10071161.92,1.0379711026420815,12,1,3,5,1,-0.12704470527802098,False
2025-02-02,WP0230,REKLAME,Majalengka,33821907.4,0.25,8455476.85,8034886.06,0.9502581820681113,2,1,3,5,1,-0.14437785396676134,False
2025-08-01,WP0053,GALIAN_C,Jatiwangi,227447451.09,0.2,45489490.22,42550485.0,0.9353915551529344,8,1,0,1,1,-0.06035046786734133,False
2024-11-11,WP0158,PARKIR,Dawuan,12684413.34,0.25,3171103.33,3259930.05,1.0280112978847649,11,1,2,0,1,-0.053500494234209994,False
2025-02-19,WP0051,GALIAN_C,Panyingkiran,256439631.97,0.2,51287926.39,54218685.18,1.057143249811157,2,2,0,6,1,-0.036690129156866425,False
2025-04-01,WP0225,RESTORAN,Majalengka,44193527.07,0.1,4419352.71,363350.1,0.08221794544206,4,3,4,5,-1,0.06437944593355727,True
2025-01-08,WP0069,RESTORAN,Kadipaten,100704676.53,0.1,10070467.65,10735029.53,1.0659911637767883,1,1,4,2,1,-0.1184634423328993,False
2025-05-01,WP0036,PARKIR,Dawuan,8217914.27,0.25,2054478.57,1886378.91,0.9181789177776626,5,2,2,0,1,-0.026275380699826156,False
2025-06-26,WP0077,PARKIR,Majalengka,30737957.0,0.25,7684489.25,8842616.06,1.15070966622798,6,2,2,5,1,-0.1411678784268674,False
2025-04-04,WP0059,RESTORAN,Majalengka,77118760.39,0.1,7711876.04,7121951.11,0.9235043552385731,4,1,4,5,1,-0.1492310790576718,False
2025-08-10,WP0257,GALIAN_C,Kadipaten,281549232.58,0.2,56309846.52,59042320.31,1.0485256834971035,8,1,0,2,1,-0.05601468237852081,False
2024-10-04,WP0039,REKLAME,Leuwimunding,31166450.63,0.25,7791612.66,7606032.72,0.9761820885998714,10,1,3,3,1,-0.15818751824047322,False
2024-12-30,WP0321,REKLAME,Rajagaluh,32938195.8,0.25,8234548.95,7336346.32,0.890922667962281,12,1,3,7,1,-0.08387755847397693,False
2024-12-20,WP0083,HOTEL,Panyingkiran,82474196.33,0.1,8247419.63,8392207.25,1.0175555054181231,12,1,1,6,1,-0.09921123498891565,False
2024-09-23,WP0093,PARKIR,Leuwimunding,15835555.49,0.25,3958888.87,4610726.41,1.1646516387311474,9,2,2,3,1,-0.11112993796987791,False
2025-03-05,WP0248,GALIAN_C,Panyingkiran,310282840.69,0.2,62056568.14,56670922.41,0.9132139289776715,3,2,0,6,1,-0.02582719983810311,False
2024-09-05,WP0316,REKLAME,Maja,28066278.91,0.25,7016569.73,6715687.8,0.9571183724272628,9,2,3,4,1,-0.15329478158241,False
2025-04-19,WP0247,HOTEL,Leuwimunding,161087990.74,0.1,16108799.07,15640159.25,0.9709078362723659,4,1,1,3,1,-0.12991554177354175,False
2024-10-18,WP0146,RESTORAN,Leuwimunding,53125012.89,0.1,5312501.29,4378671.38,0.8242202949187425,10,1,4,3,1,-0.12208474178781192,False
2024-11-07,WP0326,PARKIR,Maja,27360488.27,0.25,6840122.07,7102276.48,1.038325984144315,11,2,2,4,1,-0.1349461765238057,False
2024-09-24,WP0319,RESTORAN,Panyingkiran,117727519.77,0.1,11772751.98,12060071.09,1.0244054330277328,9,1,4,6,1,-0.12810715620020935,False
2025-05-25,WP0270,RESTORAN,Dawuan,131646811.9,0.1,13164681.19,10016815.76,0.7608855554822593,5,2,4,0,1,-0.08467562005327217,False
2025-01-14,WP0189,REKLAME,Kadipaten,13292692.83,0.25,3323173.21,1358437.68,0.4087772722505788,1,1,3,2,-1,0.007978747477996428,True
2025-07-17,WP0282,HOTEL,Panyingkiran,74708143.12,0.1,7470814.31,7250250.75,0.9704766373720779,7,2,1,6,1,-0.12400723164982441,False
2024-08-30,WP0345,HOTEL,Maja,96767057.28,0.1,9676705.73,11116485.96,1.148788262263298,8,2,1,4,1,-0.1289048097929399,False
2024-09-12,WP0255,RESTORAN,Dawuan,77107418.16,0.1,7710741.82,1884387.18,0.24438468100595798,9,3,4,0,-1,0.023383238800440576,True
2024-12-16,WP0078,RESTORAN,Panyingkiran,145908412.93,0.1,14590841.29,13935882.42,0.955111644559599,12,1,4,6,1,-0.08694784933967509,False
2025-04-18,WP0061,HOTEL,Kadipaten,105761382.33,0.1,10576138.23,11674376.47,1.10384113899767,4,1,1,2,1,-0.13861171289341878,False
2025-07-06,WP0116,GALIAN_C,Leuwimunding,300448618.08,0.2,60089723.62,71070600.43,1.182741343252662,7,2,0,3,1,-0.030622802773463853,False
2025-04-19,WP0311,HOTEL,Leuwimunding,181337596.75,0.1,18133759.68,20443472.81,1.1273708911311655,4,1,1,3,1,-0.109398909223277,False
2024-12-30,WP0209,RESTORAN,Rajagaluh,112933073.11,0.1,11293307.31,10337240.07,0.9153421390425264,12,1,4,7,1,-0.07952263470514798,False
2025-08-21,WP0073,RESTORAN,Majalengka,67255397.77,0.1,6725539.78,2095231.1,0.31153352274127805,8,1,4,5,1,-0.03605476055444279,False
2025-05-24,WP0244,HOTEL,Leuwimunding,215143866.92,0.1,21514386.69,22394049.02,1.040887167395242,5,1,1,3,1,-0.1068302888327452,False
2025-03-09,WP0235,RESTORAN,Panyingkiran,103071373.29,0.1,10307137.33,10858484.89,1.0534918224476593,3,1,4,6,1,-0.12043157799711318,False
2025-05-09,WP0331,HOTEL,Rajagaluh,199774789.64,0.1,19977478.96,21687632.23,1.085604058120855,5,1,1,7,1,-0.0694798953948006,False
2024-12-12,WP0148,REKLAME,Jatiwangi,20042477.47,0.25,5010619.37,5175125.93,1.0328315818569151,12,1,3,1,1,-0.10036623526686478,False
2025-04-21,WP0304,REKLAME,Majalengka,41142653.93,0.25,10285663.48,11602513.57,1.1280277244691657,4,3,3,5,1,-0.10298965160735807,False
2025-01-04,WP0124,RESTORAN,Rajagaluh,9381560.36,0.1,938156.04,940159.37,1.0021353910379343,1,1,4,7,-1,0.06005946090611014,True
2025-04-28,WP0083,HOTEL,Panyingkiran,142692855.98,0.1,14269285.6,13067962.34,0.9158105532627366,4,2,1,6,1,-0.11399928235527879,False
2025-03-02,WP0134,HOTEL,Kadipaten,103523932.92,0.1,10352393.29,10039106.29,0.9697377223581118,3,1,1,2,1,-0.13777177776932714,False
2025-02-20,WP0064,HOTEL,Jatiwangi,53962385.46,0.1,5396238.55,5645065.6,1.046111202774755,2,1,1,1,1,-0.09221003769094671,False
2024-10-04,WP0233,REKLAME,Majalengka,42202453.0,0.25,10550613.25,11786375.39,1.1171270437763416,10,4,3,5,1,-0.042786583215222884,False
2025-01-25,WP0125,RESTORAN,Panyingkiran,86984356.73,0.1,8698435.67,9993073.9,1.1488357538200888,1,2,4,6,1,-0.08588034404990952,False
2024-10-27,WP0092,PARKIR,Panyingkiran,5000000.0,0.25,1250000.0,1164764.81,0.931811848,10,1,2,6,-1,0.009707671386652184,True
2025-04-25,WP0236,PARKIR,Majalengka,16055504.58,0.25,4013876.15,3973188.55,0.9898632647148318,4,1,2,5,1,-0.13568266303294024,False
2024-12-20,WP0137,REKLAME,Dawuan,35432280.25,0.25,8858070.06,9357995.31,1.056437265297493,12,3,3,0,1,-0.06059464784576696,False
2025-03-17,WP0288,REKLAME,Kadipaten,29595661.64,0.25,7398915.41,6090359.54,0.8231422042977512,3,1,3,2,1,-0.143502533334391,False
2025-06-06,WP0264,REKLAME,Rajagaluh,24860539.57,0.25,6215134.89,6112200.04,0.9834380344398286,6,3,3,7,1,-0.08462196635623581,False
2025-03-13,WP0069,RESTORAN,Kadipaten,67275037.78,0.1,6727503.78,5668060.78,0.8425206384648066,3,1,4,2,1,-0.1346851591185601,False
2025-04-04,WP0056,GALIAN_C,Maja,186786037.42,0.2,37357207.48,35970902.2,0.9628905538310865,4,2,0,4,1,-0.08245295587052048,False
2024-11-05,WP0317,HOTEL,Jatiwangi,121260841.81,0.1,12126084.18,12186824.57,1.0050090688055904,11,2,1,1,1,-0.09424311237950739,False
2024-12-19,WP0144,HOTEL,Rajagaluh,115091569.25,0.1,11509156.93,12063182.77,1.04813783002262,12,2,1,7,1,-0.07410286690396067,False
2025-06-22,WP0005,RESTORAN,Leuwimunding,76646086.11,0.1,7664608.61,8377781.01,1.093047464820255,6,3,4,3,1,-0.11643209385670705,False
2025-01-25,WP0027,RESTORAN,Dawuan,111055091.19,0.1,11105509.12,11823670.33,1.0646671127131542,1,1,4,0,1,-0.08183981728270834,False
2025-03-22,WP0062,RESTORAN,Jatiwangi,70195206.04,0.1,7019520.6,6924259.7,0.9864291444632274,3,3,4,1,1,-0.09537619426475463,False
2025-02-20,WP0092,PARKIR,Panyingkiran,5000000.0,0.25,1250000.0,1366894.89,1.093515912,2,2,2,6,-1,0.016431258202302623,True
2024-12-11,WP0275,REKLAME,Kadipaten,7414233.48,0.25,1853558.37,1689896.89,0.9117041671582211,12,2,3,2,1,-0.013637309129267416,False
2024-10-28,WP0114,PARKIR,Kadipaten,23335950.95,0.25,5833987.74,5895502.61,1.0105442233925572,10,2,2,2,1,-0.12832716764887375,False
2025-03-06,WP0322,PARKIR,Majalengka,13674072.16,0.25,3418518.04,3328233.11,0.9735894533995204,3,3,2,5,1,-0.07510223030962015,False
2025-04-27,WP0132,RESTORAN,Leuwimunding,120004776.9,0.1,12000477.69,10202020.62,0.8501345432691688,4,2,4,3,1,-0.1335613844765247,False
2025-03-04,WP0167,HOTEL,Leuwimunding,82845880.27,0.1,8284588.03,7930210.92,0.9572245344346954,3,4,1,3,1,-0.04025339813656903,False
2024-11-02,WP0328,REKLAME,Dawuan,32591335.37,0.25,8147833.84,958417.37,0.11762848737720454,11,1,3,0,-1,0.03904762262655992,True
2024-11-08,WP0304,REKLAME,Majalengka,18988714.71,0.25,4747178.68,4360757.19,0.9185997587097355,11,2,3,5,1,-0.11458249202411347,False
2025-01-05,WP0315,PARKIR,Leuwimunding,28637063.04,0.25,7159265.76,6950820.39,0.9708845324384214,1,1,2,3,1,-0.1280062634808266,False
2025-04-04,WP0204,GALIAN_C,Rajagaluh,71084306.64,0.2,14216861.33,15219753.43,1.070542440889096,4,1,0,7,1,-0.0601986528060684,False
2025-05-31,WP0148,REKLAME,Jatiwangi,31285767.27,0.25,7821441.82,7305204.72,0.9339971949059387,5,2,3,1,1,-0.14676257448956326,False
2025-01-09,WP0158,PARKIR,Dawuan,23470067.91,0.25,5867516.98,6275748.86,1.0695748953759312,1,1,2,0,1,-0.08734837287560054,False
2025-04-10,WP0215,PARKIR,Kadipaten,5000000.0,0.25,1250000.0,1411318.3,1.12905464,4,1,2,2,1,-0.0052816222855507355,False
2025-07-10,WP0286,RESTORAN,Jatiwangi,121950699.07,0.1,12195069.91,13214961.49,1.0836314664472473,7,1,4,1,1,-0.1294960628690573,False
2024-11-18,WP0201,REKLAME,Leuwimunding,10601294.37,0.25,2650323.59,3367115.32,1.27045442024685,11,1,3,3,1,-0.05536904497051176,False
2024-11-26,WP0087,PARKIR,Rajagaluh,15412418.87,0.25,3853104.72,3146451.7,0.8166016572734104,11,1,2,7,1,-0.05429178995867201,False
2025-02-22,WP0238,RESTORAN,Leuwimunding,30100298.22,0.1,3010029.82,3359072.93,1.1159600172997624,2,1,4,3,1,-0.07062869263541316,False
2025-07-22,WP0027,RESTORAN,Dawuan,68351033.32,0.1,6835103.33,7624492.72,1.1154904837407922,7,2,4,0,1,-0.11294275378091045,False
2025-01-21,WP0327,REKLAME,Jatiwangi,28283919.91,0.25,7070979.98,6448394.01,0.911951954076951,1,1,3,1,1,-0.12555414699133666,False
2025-08-03,WP0122,GALIAN_C,Kadipaten,307658803.16,0.2,61531760.63,60228696.4,0.9788229002931425,8,2,0,2,1,-0.053770205189232256,False
2025-07-20,WP0236,PARKIR,Majalengka,30316887.49,0.25,7579221.87,8876894.14,1.1712144455272426,7,1,2,5,1,-0.14243335192364726,False
2025-03-06,WP0003,PARKIR,Majalengka,15116217.75,0.25,3779054.44,3822314.98,1.011447450860221,3,3,2,5,1,-0.08217919908999372,False
2024-10-26,WP0339,HOTEL,Majalengka,113228081.36,0.1,11322808.14,11006382.24,0.9720541144840064,10,1,1,5,1,-0.1346388160267903,False
2025-04-11,WP0107,HOTEL,Panyingkiran,122538401.91,0.1,12253840.19,13100089.33,1.0690599132091343,4,2,1,6,1,-0.11935068793955883,False
2025-06-22,WP0158,PARKIR,Dawuan,22809701.8,0.25,5702425.45,5682679.9,0.9965373418428469,6,2,2,0,1,-0.10935992466181915,False
2024-08-25,WP0152,RESTORAN,Jatiwangi,92179330.45,0.1,9217933.05,9345870.17,1.0138791548285329,8,2,4,1,1,-0.1389012977965448,False
2024-11-02,WP0249,GALIAN_C,Maja,278393996.25,0.2,55678799.25,44340829.69,0.7963682817746828,11,2,0,4,1,-0.03259922430148798,False
2024-11-14,WP0026,PARKIR,Leuwimunding,14902843.44,0.25,3725710.86,3646191.81,0.9786566770777269,11,1,2,3,1,-0.1045010650489051,False
2025-03-07,WP0016,RESTORAN,Panyingkiran,123077541.37,0.1,12307754.14,11810038.67,0.9595608212238792,3,4,4,6,1,-0.027830579009202938,False
2025-04-02,WP0062,RESTORAN,Jatiwangi,77991754.26,0.1,7799175.43,9317089.28,1.194624914341746,4,1,4,1,1,-0.12712852551328185,False
2025-03-25,WP0011,RESTORAN,Rajagaluh,82044074.81,0.1,8204407.48,6638044.66,0.8090827614525065,3,1,4,7,1,-0.09475653644402621,False
2025-07-16,WP0306,GALIAN_C,Leuwimunding,249126776.28,0.2,49825355.26,48344889.59,0.9702869018740642,7,3,0,3,1,-0.04929871149752352,False
2025-03-27,WP0006,RESTORAN,Leuwimunding,28876566.69,0.1,2887656.67,2841672.83,0.9840757246255318,3,1,4,3,1,-0.08255511514257102,False
2025-07-03,WP0342,HOTEL,Jatiwangi,5000000.0,0.1,500000.0,594932.04,1.18986408,7,1,1,1,-1,0.060837920316674565,True
2025-04-11,WP0343,RESTORAN,Rajagaluh,111748424.85,0.1,11174842.49,10010738.39,0.8958281424510709,4,2,4,7,1,-0.09762467750507836,False
2025-03-12,WP0329,HOTEL,Leuwimunding,101391314.44,0.1,10139131.44,9564454.31,0.9433208718714471,3,1,1,3,1,-0.13728341433686114,False
2024-09-20,WP0034,GALIAN_C,Panyingkiran,237868280.77,0.2,47573656.15,48742568.16,1.0245705733928545,9,1,0,6,1,-0.0707902293572239,False
2025-02-24,WP0075,PARKIR,Jatiwangi,10419014.47,0.25,2604753.62,2791367.12,1.0716434362801652,2,3,2,1,1,-0.018877855906260343,False
2024-11-05,WP0285,REKLAME,Panyingkiran,27685465.21,0.25,6921366.3,2538313.56,0.3667359087756994,11,1,3,6,1,-0.03566433465857466,False
2025-04-06,WP0068,PARKIR,Panyingkiran,24478375.17,0.25,6119593.79,5371230.57,0.8777103112263928,4,1,2,6,1,-0.13267220557621895,False
2025-08-21,WP0153,RESTORAN,Leuwimunding,109083136.0,0.1,10908313.6,9534745.65,0.8740806324086613,8,1,4,3,1,-0.15014636975636259,False
2024-09-19,WP0314,GALIAN_C,Dawuan,286059740.13,0.2,57211948.03,56084479.03,0.9802931199020039,9,1,0,0,1,-0.02038015417019201,False
2025-06-23,WP0003,PARKIR,Majalengka,5000000.0,0.25,1250000.0,1169641.46,0.9357131679999999,6,1,2,5,1,-0.010970667737798756,False
2024-10-12,WP0137,REKLAME,Dawuan,45559778.39,0.25,11389944.6,11945508.18,1.0487766709594004,10,1,3,0,1,-0.11193659745089468,False
2025-06-08,WP0131,HOTEL,Leuwimunding,109751340.4,0.1,10975134.04,10155997.79,0.9253643511765256,6,2,1,3,1,-0.1448187670415083,False
2025-07-21,WP0027,RESTORAN,Dawuan,83447727.56,0.1,8344772.76,9350463.51,1.1205174519335863,7,2,4,0,1,-0.11741516244253092,False
2025-05-29,WP0237,RESTORAN,Maja,64629575.95,0.1,6462957.59,5762161.36,0.8915672553562278,5,1,4,4,1,-0.143393727125664,False
2025-05-26,WP0011,RESTORAN,Rajagaluh,134025326.44,0.1,13402532.64,13327953.79,0.9944354658926612,5,2,4,7,1,-0.0893446322301365,False
2025-05-31,WP0268,PARKIR,Maja,11436637.33,0.25,2859159.33,2906969.46,1.0167217438700766,5,1,2,4,1,-0.10789033101038992,False
2024-09-17,WP0137,REKLAME,Dawuan,39670163.67,0.25,9917540.92,10566086.29,1.0653937679946572,9,2,3,0,1,-0.11605485375674951,False
2024-12-23,WP0313,RESTORAN,Maja,70194941.68,0.1,7019494.17,7210965.14,1.0272770324132914,12,2,4,4,1,-0.12424517353380449,False
2024-12-29,WP0128,GALIAN_C,Jatiwangi,204542815.37,0.2,40908563.07,35838486.53,0.876063196565364,12,1,0,1,1,-0.033037692540599295,False
2025-06-28,WP0233,REKLAME,Majalengka,43151400.26,0.25,10787850.07,2408690.67,0.22327810030455864,6,2,3,5,1,-0.034269184436432676,False
