tanggal;wp_id;omzet_est;tarif;expected_tax;paid_tax;ratio_paid_expected;month;sector_name;kec_code
31/12/2024;1976;6.243.019.540.776.230;0.061795091662215314;37.058.464.089.469.100;16.261.807.349.009.000;0.43881493063902;12;sector_reklame;85
01/01/2025;1051;4.518.322.576.306.800;0.04810949244098133;41.983.339.126.274.000;2.506.270.744.625.500;5.969.679.393.740.800;1;sector_reklame;4
02/01/2025;1602;13.148.088.409.945.000;0.05634347579746049;15.413.101.198.923.100;5.787.187.500.234.100;37.547.197.189.871.400;1;sector_reklame;65
03/01/2025;1288;5.119.690.199.043.440;0.025360969177201032;17.921.194.304.569.400;26.576.725.599.187.700;1.482.977.370.119.320;1;sector_reklame;62
04/01/2025;1336;15.695.447.935.765.000;0.06966156271101093;15.709.969.298.117.200;15.086.011.556.513.600;0.9602826886696478;1;sector_restoran;90
05/01/2025;1809;1.884.289.027.523.600;0.08672848667703703;11.612.964.882.828.000;14.689.781.499.610.900;0.1264946690860366;1;sector_restoran;2
06/01/2025;1203;6.263.473.110.975.870;0.03321455561082105;6.805.192.545.783.120;16.270.570.886.721.600;23.909.052.943.408.300;1;sector_restoran;9
07/01/2025;1879;2.985.410.653.302.040;0.0542362803248644;234.999.815.652.061;15.985.864.177.883.100;0.6802500731128964;1;sector_restoran;57
08/01/2025;1237;12.706.433.093.087.100;0.09779745961188116;10.263.837.856.811.900;5.488.518.523.676.020;5.347.432.997.524.790;1;sector_hotel;45
09/01/2025;1381;9.171.428.557.594.760;0.03999175664956549;13.946.729.058.909.100;16.564.056.086.749.400;0.1187666012352079;1;sector_restoran;18
10/01/2025;1666;20.190.640.978.530.200;0.06355417104313851;4.176.215.438.436.660;16.177.129.863.887.300;3.873.633.940.193.240;1;sector_restoran;48
11/01/2025;1751;11.736.762.868.757.200;0.018117613018021995;41.728.500.834.911.400;13.432.266.618.757.600;32.189.669.770.066.900;1;sector_reklame;42
12/01/2025;1135;2.857.237.605.132.280;0.06454135022314988;13.245.476.391.513.100;11.040.057.895.266.400;8.334.964.759.999.300;1;sector_hotel;41
13/01/2025;1406;548.988.705.209.186;0.018066859597415615;33.511.046.231.675.500;15.142.300.501.823.000;4.518.599.746.823.220;1;sector_reklame;75
14/01/2025;1507;45.234.706.694.416.700;0.09633118917914399;23.064.659.192.996.900;40.685.860.170.422.800;17.639.913.874.286.100;1;sector_hotel;89
15/01/2025;1361;13.980.102.866.713.600;0.07440963868650803;8.437.561.458.586.710;19.824.491.915.331.800;23.495.522.980.940.100;1;sector_parkir;90
16/01/2025;1380;21.145.800.635.414.700;0.08093438093221358;806.740.655.973.957;1.786.422.126.548.000;22.143.697.771.017.900;1;sector_hotel;58
17/01/2025;1880;8.512.599.926.049.300;0.07336939246944732;21.438.429.942.529.700;233.944.462.785.348;1.091.238.786.667.140;1;sector_hotel;100
18/01/2025;1575;6.054.184.049.162.530;0.06307561324688192;3.241.104.611.299.040;15.531.479.394.406.000;4.792.032.734.846.230;1;sector_reklame;42
19/01/2025;1634;5.767.053.654.918.630;0.05049215029769549;9.309.966.989.346.560;18.438.192.551.630.200;19.804.788.322.804.000;1;sector_hotel;35
20/01/2025;1253;4.418.997.605.609.500;0.08725360417849562;3.533.291.733.422.020;18.545.203.034.856.800;0.5248704164288099;1;sector_hotel;38
21/01/2025;1476;26.572.337.710.890.600;0.09611521007887568;4.598.324.374.600.900;3.172.336.464.040.110;0.6898896653665166;1;sector_reklame;67
22/01/2025;1113;11.375.632.958.660.700;0.05491325556136732;42.942.151.498.071.300;32.074.270.050.719.600;7.469.180.963.641.330;1;sector_parkir;41
23/01/2025;1019;4.514.777.577.078.800;0.09383815442397359;7.329.615.627.757.880;8.666.286.171.733.650;0.11823657080889323;1;sector_parkir;99
24/01/2025;1527;1.212.735.980.170.690;0.06249996189896658;4.813.234.331.269.360;29.142.550.246.734.200;0.006054670984416565;1;sector_parkir;50
25/01/2025;1144;15.445.366.664.132.800;0.058454576820679;3.057.081.600.944.810;2.592.697.627.654.130;8.480.956.566.068.880;1;sector_hotel;86
26/01/2025;1207;12.972.377.707.727.500;0.050903445965982105;10.696.998.372.027.700;13.500.088.460.502.800;0.1262044546608987;1;sector_reklame;72
27/01/2025;1530;5.712.530.442.492.500;0.02883589853771079;10.929.694.730.769.500;26.435.800.975.902.600;24.187.135.713.388.100;1;sector_parkir;79
28/01/2025;1375;6.979.308.675.347.850;0.010334769473625327;3.595.005.528.281.340;13.329.653.284.176.000;0.37078255316476655;1;sector_parkir;45
29/01/2025;1503;23.332.329.319.069.900;0.03173556041704552;4.056.838.542.095.580;27.788.379.896.653.500;6.849.762.347.776.170;1;sector_parkir;71
30/01/2025;1903;7.515.589.141.461.310;0.05587508544432087;1.315.777.082.106.100;18.242.895.655.059.300;0.1386473127032941;1;sector_parkir;19
31/01/2025;1165;9.025.833.706.563.880;0.04419639570337774;5.127.358.835.692.680;2.847.086.002.080.010;5.552.734.055.320.670;1;sector_reklame;17
01/02/2025;1549;10.637.793.497.055.400;0.05036367052023705;6.478.476.199.201.700;16.550.215.125.594.900;2.554.646.280.499.470;2;sector_parkir;65
02/02/2025;1180;5.396.961.342.973.310;0.09825833976076447;1.211.714.802.822.790;55.010.117.008.924.000;4.539.856.811.254.020;2;sector_hotel;93
03/02/2025;1860;10.022.721.876.394.700;0.04152451336023949;44.214.118.709.908.100;2.220.946.904.229.850;502.316.221.386.574;2;sector_hotel;77
04/02/2025;1616;9.719.435.614.716.700;0.05069646454240972;16.129.136.194.223.900;19.355.789.064.567.000;0.12000511888230288;2;sector_reklame;56
05/02/2025;1611;21.187.955.292.345.500;0.022016399621753762;371.186.901.092.292;6.284.416.366.293.200;0.16930598433834934;2;sector_restoran;93
06/02/2025;1601;1.843.721.041.707.820;0.014316195919328888;3.299.073.744.023.510;8.355.751.940.256.350;25.327.569.459.134.800;2;sector_parkir;41
07/02/2025;1926;565.408.038.091.584;0.07978685631332452;52.092.812.802.529.900;14.302.741.164.012.900;274.562.658.350.411;2;sector_parkir;42
08/02/2025;1811;17.174.648.773.218.200;0.06136148575647808;5.769.165.972.034.040;15.886.243.445.076.900;27.536.464.580.990.200;2;sector_hotel;6
09/02/2025;1443;30.469.354.204.630.600;0.07846343254395055;586.831.957.579.008;5.279.822.787.625.680;0.0899716301990053;2;sector_reklame;69
10/02/2025;1331;5.096.240.180.185.420;0.02348765189978965;3.537.047.356.498.510;9.724.688.148.541.640;27.493.802.509.244.700;2;sector_restoran;98
11/02/2025;1502;7.985.632.803.239.070;0.06146458940644219;9.636.147.897.545.860;10.313.724.455.376.100;10.703.161.226.907.700;2;sector_hotel;75
12/02/2025;1912;12.596.691.531.077.700;0.032827822690723804;10.087.291.158.488.600;2.737.523.225.074.770;0.27138338549602503;2;sector_restoran;73
13/02/2025;1078;15.112.287.505.984.200;0.030525563521001796;50.795.796.743.281.500;6.317.313.800.939.380;0.012436686115716725;2;sector_reklame;40
14/02/2025;1584;12.796.660.555.653.500;0.011037341264768673;17.812.230.259.871.500;7.568.215.473.570.070;42.488.870.641.989.100;2;sector_reklame;41
15/02/2025;1934;7.242.961.461.457.700;0.02173066512121647;5.612.524.531.705.810;12.877.398.383.768.900;0.22944039373053915;2;sector_reklame;9
16/02/2025;1937;9.342.886.639.638.420;0.03783413003497259;17.481.577.581.158.100;19.585.407.126.570.400;0.1120345520056488;2;sector_hotel;8
17/02/2025;1687;13.029.895.198.781.900;0.020519088453184516;3.481.019.813.538.900;4.258.155.534.679.090;1.223.249.439.178.030;2;sector_reklame;44
18/02/2025;1395;16.927.579.325.140.000;0.09872725963698438;3.052.064.578.413.750;37.420.008.147.224.900;0.12260555825680874;2;sector_hotel;58
19/02/2025;1607;16.096.493.710.240.000;0.037776938367155566;9.760.719.030.805.330;5.207.238.453.729.330;0.5334892273094863;2;sector_hotel;67
20/02/2025;1856;8.445.274.233.454.900;0.021729155203209536;268.869.915.502.394;23.844.395.964.773.000;0.8868376337389364;2;sector_parkir;13
21/02/2025;1102;17.391.201.475.368.900;0.027917408154516196;22.390.016.226.451.700;11.226.427.204.548.900;0.050140326344587205;2;sector_hotel;19
22/02/2025;1401;7.789.625.591.991.270;0.0628932905507329;8.434.700.754.674.610;42.407.368.200.284.000;0.05027726464010166;2;sector_hotel;98
23/02/2025;1974;23.694.913.760.658.100;0.015763917147830965;10.569.811.379.285.800;3.336.908.882.025.840;0.3157018382149506;2;sector_parkir;96
24/02/2025;1223;5.164.965.440.421.450;0.08761907171270412;6.186.543.980.962.210;4.436.185.529.312.870;7.170.700.706.184.740;2;sector_restoran;49
25/02/2025;1517;11.971.150.671.810.600;0.09653497113134327;7.045.637.789.443.690;8.298.219.509.940.320;1.177.781.168.707.440;2;sector_parkir;80
26/02/2025;1633;15.625.881.475.531.900;0.03220726786006428;586.591.290.174.389;6.109.217.536.324.040;1.041.477.710.060.750;2;sector_parkir;100
27/02/2025;1235;7.035.278.310.787.210;0.05050857417317735;5.717.597.436.526.140;1.283.340.223.722.990;2.244.544.562.589.420;2;sector_reklame;82
28/02/2025;1426;216.675.614.781.846;0.011992100592654736;18.656.439.061.928.300;2.380.411.622.161.570;12.759.195.976.574.100;2;sector_reklame;78
01/03/2025;1115;31.719.545.461.671.600;0.06766392022544994;22.737.977.306.150.900;3.581.109.620.636.730;15.749.464.309.949.800;3;sector_parkir;30
02/03/2025;1162;7.468.612.525.926.030;0.047253345224733005;38.395.084.852.374.600;21.756.454.606.092.400;566.646.868.726.659;3;sector_reklame;66
03/03/2025;1225;611.858.858.838.443;0.03430526194914001;18.566.714.290.737.800;3.525.603.768.183.260;18.988.840.529.215.400;3;sector_parkir;77
04/03/2025;1229;21.236.597.208.169.100;0.028615339955494763;32.470.422.216.500.000;14.651.422.530.733.100;0.04512236531155389;3;sector_reklame;91
05/03/2025;1181;29.068.218.793.185.200;0.06886207698928845;29.039.608.677.731.700;22.268.462.747.134.400;0.07668306757938632;3;sector_hotel;59
06/03/2025;1248;12.390.512.700.095.100;0.04745953279290831;728.276.550.439.179;6.309.825.697.876.200;0.0866405171781398;3;sector_reklame;53
07/03/2025;1317;16.361.330.084.577.700;0.026169336012692085;43.259.099.568.979.300;21.489.278.111.772.900;4.967.574.065.545.900;3;sector_reklame;52
08/03/2025;1964;10.252.926.067.890.200;0.07201981733381417;23.820.782.210.451.900;39.740.674.273.734.100;0.16683194499086176;3;sector_hotel;81
09/03/2025;1209;6.929.015.603.445.210;0.06085650547330244;6.411.599.598.781.630;15.253.300.452.102.100;0.23790163775979764;3;sector_parkir;31
10/03/2025;1655;6.958.108.818.847.480;0.08728048494365466;5.514.622.952.813.080;36.429.923.067.368.200;66.060.587.240.665;3;sector_reklame;15
11/03/2025;1391;25.895.901.497.929.200;0.020572830898884363;20.012.074.053.278.300;4.553.205.082.224.220;0.22752289793162803;3;sector_reklame;20
12/03/2025;1856;14.157.062.699.498.700;0.08070999417500106;13.535.012.056.997.100;15.013.642.142.721.600;11.092.448.295.943.700;3;sector_hotel;5
13/03/2025;1095;7.345.553.017.197.940;0.07061651081355332;10.493.615.205.385.300;14.736.608.002.201.600;14.043.404.216.536.200;3;sector_hotel;7
14/03/2025;1893;5.176.888.060.945.860;0.020350984314528805;22.783.444.842.122.200;5.900.559.660.782.970;2.589.845.258.989.960;3;sector_hotel;18
15/03/2025;1857;11.384.067.273.100.100;0.07253386568845487;40.918.124.534.899.500;8.026.631.239.322.790;19.616.322.425.718.100;3;sector_restoran;56
16/03/2025;1755;24.594.527.693.917.400;0.049739255999184745;39.760.219.950.688.600;5.616.981.336.515.370;1.412.713.849.038.470;3;sector_hotel;75
17/03/2025;1085;20.529.069.339.402.300;0.09504863070002588;17.855.303.280.237.800;25.818.439.513.870.400;0.14459815724578684;3;sector_parkir;96
18/03/2025;1414;4.470.620.249.368.720;0.02274502155561094;23.527.424.530.653.900;9.249.775.960.229.650;39.314.868.264.386.900;3;sector_reklame;91
19/03/2025;1393;1.534.940.119.649.760;0.06785500517341643;24.154.853.283.070.700;50.721.140.490.626.400;0.20998322737143257;3;sector_reklame;90
20/03/2025;1695;12.595.769.169.963.700;0.04437820409166514;32.687.422.045.137.200;1.362.562.121.926.270;0.4168460027360802;3;sector_restoran;45
21/03/2025;1632;10.256.883.961.310.600;0.096113320353179;18.350.872.314.737.200;2.522.549.339.341.900;13.746.209.423.058.800;3;sector_reklame;28
22/03/2025;1843;1.974.790.944.781.090;0.039697740576124886;2.631.818.600.827.560;10.499.160.422.743.900;0.03989317660207472;3;sector_reklame;50
23/03/2025;1500;27.131.863.547.761.300;0.09659673185426201;9.942.160.019.003.880;4.220.103.101.893.010;4.244.654.173.566.420;3;sector_parkir;2
24/03/2025;1603;24.623.337.153.161.100;0.09113372659906742;13.599.851.305.576.700;5.176.272.503.179.050;3.806.124.336.856.870;3;sector_reklame;84
25/03/2025;1581;10.623.297.429.758.700;0.03433449117795907;10.528.607.539.422.500;465.804.126.122.768;4.424.175.983.183.390;3;sector_parkir;68
26/03/2025;1915;7.199.542.408.368.370;0.0823187599143785;7.268.296.920.153.450;16.152.290.530.407.300;22.222.937.103.216.600;3;sector_restoran;77
27/03/2025;1132;8.530.516.187.776.060;0.09960437816231554;50.752.748.955.589.300;30.768.443.369.415.100;0.6062419081247954;3;sector_parkir;24
28/03/2025;1790;37.121.213.342.764.300;0.03273967019541541;18.690.455.721.409.700;2.624.139.744.140.910;14.039.998.720.496.500;3;sector_hotel;48
29/03/2025;1648;16.474.980.700.964.300;0.049309945239098776;8.395.950.100.018.520;6.204.378.236.899.260;7.389.727.384.022.410;3;sector_hotel;45
30/03/2025;1313;15.025.642.993.840.200;0.05681626629100838;29.905.412.877.446.300;825.877.312.627.611;2.761.631.534.772.950;3;sector_restoran;93
31/03/2025;1698;5.930.147.234.544.360;0.03654380222234779;7.490.179.565.316.720;2.861.875.310.195.940;38.208.367.172.502.200;3;sector_reklame;58
01/04/2025;1220;34.976.727.600.792.600;0.01137383556814268;4.358.807.227.684.760;19.930.143.703.959.200;0.45723847518132665;4;sector_parkir;36
02/04/2025;1975;4.870.662.828.650.450;0.0298116319777774;36.574.479.282.187.400;24.751.284.569.545.000;0.0067673648553075805;4;sector_hotel;2
03/04/2025;1437;11.150.585.124.964.100;0.03537431959075826;7.117.688.596.448.690;1.038.403.338.899.090;0.14589052679506048;4;sector_parkir;18
04/04/2025;1045;14.937.421.848.324.100;0.049923973118636854;16.665.305.021.796.200;47.250.542.664.535.400;28.352.641.972.491.500;4;sector_hotel;49
05/04/2025;1789;5.424.875.893.012.260;0.02539922305720617;43.194.059.314.660.600;2.984.991.265.142.490;6.910.652.326.972.540;4;sector_parkir;8
06/04/2025;1191;8.773.776.160.395.430;0.08859289210225053;15.266.270.226.171.100;1.040.427.633.142.440;6.815.205.140.014.000;4;sector_reklame;58
07/04/2025;1519;4.567.592.725.698.290;0.07344200194582025;37.852.185.647.320.500;29.674.266.135.935.000;0.7839511940583455;4;sector_restoran;15
08/04/2025;1378;117.226.259.286.045;0.01766804298036958;1.174.540.568.899.000;1.404.392.224.948.390;11.956.949.484.212.800;4;sector_reklame;17
09/04/2025;1787;16.906.998.083.201.200;0.06850832060259383;6.536.225.130.360.400;6.700.386.680.596.210;10.251.156.511.536.400;4;sector_parkir;23
10/04/2025;1690;328.660.251.928.468;0.06882908287650584;13.344.188.344.137.700;17.681.769.770.592.600;13.250.539.721.556.400;4;sector_hotel;66
11/04/2025;1333;6.862.459.993.626.300;0.0960599056279265;2.742.080.402.361.460;2.404.925.634.538.090;0.8770441714498886;4;sector_hotel;70
12/04/2025;1038;1.366.674.767.521.880;0.010271878422054513;371.851.760.054.861;4.917.051.677.497.910;13.223.150.205.803.700;4;sector_restoran;93
13/04/2025;1292;5.501.793.405.892.350;0.03231392048252265;16.136.975.273.875.300;15.065.555.135.867.200;9.336.046.489.615.290;4;sector_reklame;27
14/04/2025;1689;5.232.397.270.537.190;0.0935012331437784;8.616.160.668.032.310;17.643.495.209.290.200;0.20477212402446487;4;sector_reklame;37
15/04/2025;1161;42.760.681.460.002.700;0.09389205238584548;4.864.141.174.267.850;26.294.730.188.807.700;5.405.832.036.272.170;4;sector_reklame;49
16/04/2025;1330;22.563.631.139.977.600;0.07485277774335737;23.157.529.597.669.200;3.692.783.391.867.620;0.15946361533482836;4;sector_hotel;64
17/04/2025;1885;20.175.223.146.770.600;0.0789186988942786;10.596.172.864.649.200;215.130.447.657.914;0.20302655534775976;4;sector_restoran;34
18/04/2025;1103;1.697.531.223.522.200;0.01823346621366824;9.372.133.253.276.280;2.567.475.435.782.210;0.2739478159771881;4;sector_hotel;18
19/04/2025;1160;7.972.703.341.538.120;0.056248825130041036;4.557.239.561.428.720;5.191.077.193.121.140;11.390.836.762.361.700;4;sector_reklame;64
20/04/2025;1798;15.226.911.250.045.900;0.03084246921600995;38.450.571.268.056.700;21.486.492.395.750.400;0.05588081447726251;4;sector_parkir;74
21/04/2025;1634;3.038.049.957.170.060;0.026309623925225553;15.336.269.999.854.900;3.072.038.910.783.460;20.031.199.964.610.100;4;sector_hotel;44
22/04/2025;1053;2.375.972.637.530.130;0.08292729692109993;19.708.770.366.946.400;7.742.812.393.260.430;0.3928612617175694;4;sector_restoran;17
23/04/2025;1939;24.762.265.352.893.200;0.02215343230124927;703.707.780.840.143;21.601.546.541.373.100;3.069.675.670.714.260;4;sector_reklame;59
24/04/2025;1033;1.166.382.657.504.450;0.05217864732967468;2.843.105.587.351.460;4.364.313.061.696.540;15.350.513.470.596.000;4;sector_parkir;13
25/04/2025;1241;7.465.978.251.236.790;0.09447204156274298;7.589.832.368.754.610;13.369.724.013.583.900;0.17615308697229837;4;sector_hotel;52
26/04/2025;1966;3.929.774.932.819.630;0.026724885000880834;1.355.140.132.706.030;10.001.210.026.035.800;0.007380203555823192;4;sector_parkir;60
27/04/2025;1889;32.182.660.234.925.800;0.09801940813644112;47.998.167.376.381.000;2.317.924.508.157.710;4.829.193.768.965.270;4;sector_parkir;42
28/04/2025;1112;6.224.395.454.026.370;0.09948591871849533;5.684.459.411.635.450;26.461.217.198.596.000;0.46550103153930256;4;sector_restoran;91
29/04/2025;1317;7.384.810.483.135.380;0.06000554392141627;2.773.541.663.818.220;7.480.024.092.419.540;0.26969214812955394;4;sector_hotel;64
30/04/2025;1022;142.838.746.516.827;0.025312846615944212;54.316.182.259.704.100;9.988.499.226.137.990;18.389.545.823.341.500;4;sector_restoran;66
01/05/2025;1557;10.109.845.320.257.800;0.03844943991468061;31.058.382.092.796.600;16.125.286.042.170.800;51.919.272.530.009.700;5;sector_reklame;34
02/05/2025;1823;801.078.389.978.035;0.04820435494088817;14.610.551.719.410.400;3.368.493.889.251.890;2.305.521.347.819.300;5;sector_parkir;95
03/05/2025;1646;8.924.566.197.557.760;0.037839180192240064;1.468.068.729.441.980;17.603.973.027.580.000;11.991.245.828.300.700;5;sector_restoran;87
04/05/2025;1117;18.666.221.092.064.300;0.03525720218888642;3.465.983.583.207.470;9.505.400.912.982.080;0.027424829589601366;5;sector_restoran;71
05/05/2025;1984;10.903.279.226.079.100;0.09750067382947218;16.813.226.706.521.800;3.156.374.874.690.200;0.01877316549515057;5;sector_reklame;64
06/05/2025;1700;5.377.996.711.265.980;0.02380283446741711;31.809.066.644.238.700;15.833.247.520.907.100;49.775.894.709.488.000;5;sector_hotel;33
07/05/2025;1642;24.274.786.188.530.800;0.07599951178451761;7.925.589.822.860.560;9.073.981.301.308.790;11.448.966.580.551.200;5;sector_restoran;12
08/05/2025;1933;13.424.023.452.918.700;0.01003692604952574;2.338.446.329.700.640;1.935.865.799.349.880;0.8278427324854187;5;sector_parkir;76
09/05/2025;1211;17.277.933.606.001.700;0.06365644024621392;15.432.359.356.800.500;54.539.414.510.455.300;3.534.094.382.426.460;5;sector_parkir;19
10/05/2025;1417;2.526.152.526.433.940;0.09243487035586472;6.494.510.127.546.740;28.322.363.263.916.300;0.043609699126937775;5;sector_parkir;9
11/05/2025;1112;10.886.428.714.075.500;0.035914068468389716;62.465.998.411.397.600;661.417.772.051.133;10.588.444.735.887.700;5;sector_parkir;74
12/05/2025;1043;8.075.963.829.765.230;0.026697337773194732;16.990.047.916.556.600;17.314.709.646.377.200;0.10191089355024244;5;sector_restoran;17
13/05/2025;1127;10.110.446.307.270.800;0.06865118153905843;3.776.590.039.736.050;23.750.297.469.946.100;0.6288820660980722;5;sector_parkir;50
14/05/2025;1875;45.828.914.688.633;0.07413412665685538;24.207.120.851.442.400;3.460.809.646.078.470;14.296.659.513.195.400;5;sector_restoran;39
15/05/2025;1157;9.444.219.910.463.520;0.07192274670567832;3.948.558.793.534.600;44.580.245.241.113.400;11.290.257.426.104.200;5;sector_hotel;41
16/05/2025;1784;6.630.020.940.067.660;0.038738519201923664;21.566.750.429.490.800;3.044.868.332.474.260;14.118.345.470.862.500;5;sector_parkir;10
17/05/2025;1826;23.293.338.471.570.700;0.03269821619433978;191.832.239.389.808;6.079.275.356.501.100;31.690.582.228.714.200;5;sector_hotel;12
18/05/2025;1393;16.266.595.246.944.900;0.09603269199658399;41.071.065.788.325.000;19.666.493.874.672.000;4.788.406.021.901.300;5;sector_restoran;79
19/05/2025;1866;15.571.877.575.343.600;0.09309695574429365;2.493.557.064.540.170;7.121.594.874.072.430;0.28559983548584644;5;sector_reklame;95
20/05/2025;1851;245.780.422.289.415;0.05115849489035383;963.815.199.061.452;5.708.741.101.758.070;0.5923066068388582;5;sector_hotel;15
21/05/2025;1511;4.295.719.585.808.340;0.08615744795389361;20.925.626.603.510.600;21.664.893.853.242.800;0.10353283208068016;5;sector_parkir;28
22/05/2025;1913;14.979.606.298.207.000;0.05070911298708665;11.012.013.730.005.600;521.888.736.982.138;0.473926703850803;5;sector_reklame;4
23/05/2025;1044;35.246.947.773.741.700;0.048195011626525945;1.565.092.124.715.780;13.787.988.277.271.300;0.008809697563186681;5;sector_hotel;36
24/05/2025;1107;14.980.950.185.997.000;0.02410866528393652;14.112.664.218.589.300;1.178.124.227.527.730;0.8347993045678082;5;sector_restoran;65
25/05/2025;1218;11.689.423.405.580.300;0.048376545084277564;15.367.613.975.968.400;2.651.905.496.583.170;17.256.455.691.366.000;5;sector_restoran;98
26/05/2025;1442;4.095.127.243.911.020;0.058367524473982635;10.368.069.460.579.700;19.125.538.921.922.700;18.446.576.765.944.200;5;sector_restoran;47
27/05/2025;1829;711.400.287.695.072;0.012025389468581782;19.220.098.051.738.800;8.386.425.877.604.800;4.363.362.692.026.460;5;sector_hotel;81
28/05/2025;1314;14.163.266.784.978.600;0.049970170465786584;14.842.163.024.533.400;5.711.574.263.654.400;38.482.088.184.945.900;5;sector_restoran;39
29/05/2025;1176;9.252.415.331.880.390;0.08032205965556803;47.493.361.946.821.700;2.150.710.122.933.990;0.4528443628274076;5;sector_hotel;38
30/05/2025;1227;39.882.125.051.374.800;0.07120414507368429;40.117.150.424.452.900;14.474.188.670.425.300;3.607.980.257.142.780;5;sector_parkir;44
31/05/2025;1702;9.907.451.631.335.880;0.06716412899775416;10.652.127.740.926.900;26.787.420.010.552.800;0.02514748288985682;5;sector_parkir;51
01/06/2025;1982;22.486.326.720.104.900;0.09185998855934822;46.256.845.372.625.700;29.871.989.645.036.700;645.785.275.766.225;6;sector_hotel;97
02/06/2025;1671;50.311.941.603.916.000;0.0116228808842707;8.966.776.757.881.400;13.768.374.093.941.400;15.354.875.520.726.700;6;sector_hotel;85
03/06/2025;1905;7.839.471.856.316.800;0.06013428275730108;7.251.404.624.885.520;2.649.450.228.827.010;3.653.706.234.699.100;6;sector_reklame;26
04/06/2025;1266;1.023.438.950.743.040;0.08086139635687364;5.840.771.939.440.530;2.778.624.996.560.630;0.47572906892625383;6;sector_restoran;36
05/06/2025;1869;35.229.512.299.575.300;0.05872018444311406;28.320.748.124.902.000;275.919.224.391.586;0.09742653095698903;6;sector_parkir;69
06/06/2025;1837;13.198.155.702.582.000;0.03915059973223413;1.109.676.950.480.020;6.222.733.981.173.240;5.607.698.689.678.450;6;sector_parkir;97
07/06/2025;1378;15.549.648.734.804.900;0.02226255085827801;10.650.761.008.397.700;16.272.641.156.167.800;15.278.383.528.967.900;6;sector_reklame;1
08/06/2025;1488;15.977.767.982.613.100;0.08988067646345722;11.737.232.030.692.200;21.364.447.684.061.300;0.18202287922905866;6;sector_hotel;53
09/06/2025;1701;24.387.514.538.137.100;0.05236861531488427;9.429.455.273.434.970;61.667.453.907.635.100;0.6539874480487445;6;sector_hotel;6
10/06/2025;1686;24.581.170.599.255.900;0.08903036772871313;28.431.251.135.369.900;2.510.715.539.284.070;8.830.830.297.723.400;6;sector_reklame;37
11/06/2025;1289;91.805.902.678.782;0.06272669101898515;36.908.018.556.760.800;14.559.109.005.759.900;0.3944700792693448;6;sector_restoran;2
12/06/2025;1995;13.952.377.426.071.500;0.07067729049535007;10.879.840.366.484.100;11.403.099.508.023.300;1.048.094.376.747.570;6;sector_hotel;69
13/06/2025;1356;25.895.030.389.242.600;0.0823835038940605;40.914.845.273.835.700;35.319.189.712.116.700;0.0863236545946384;6;sector_hotel;90
14/06/2025;1656;242.756.505.925.535;0.0693239990140121;24.379.492.170.416.400;24.930.211.424.710.600;10.225.894.473.291.100;6;sector_restoran;41
15/06/2025;1743;2.909.785.048.483.380;0.0458249356611044;7.505.326.111.810.210;48.569.400.864.072.300;64.713.245.154.857;6;sector_restoran;51
16/06/2025;1871;19.096.581.483.164.200;0.0562270045535786;9.978.033.698.327.290;59.398.286.898.108.600;59.529.050.205.619.200;6;sector_reklame;47
17/06/2025;1949;1.029.088.121.070.760;0.08227409722082919;47.419.669.403.508.100;10.293.306.157.920.600;21.706.828.173.625.300;6;sector_reklame;13
18/06/2025;1203;15.697.231.339.628.600;0.043628526673568584;4.114.841.045.611.250;17.833.799.958.868.500;4.334.019.166.521.490;6;sector_reklame;76
19/06/2025;1212;7.194.403.049.425.970;0.04493093110916474;1.273.478.870.004.750;6.033.630.599.401.100;4.737.911.826.820.140;6;sector_hotel;69
20/06/2025;1551;10.212.259.113.945.900;0.018612110445220105;46.903.595.361.979.200;4.948.952.050.698.960;0.10551327702077744;6;sector_reklame;66
21/06/2025;1786;5.276.213.452.910.560;0.0923125991699573;18.147.887.610.977.300;9.254.414.153.010.780;5.099.444.272.187.870;6;sector_hotel;59
22/06/2025;1322;11.644.701.120.129.400;0.018193268345089757;560.117.792.397.558;23.193.259.536.941.000;4.140.782.501.777.600;6;sector_parkir;68
23/06/2025;1593;18.054.590.898.014.600;0.06833882597037004;2.823.898.907.314.120;2.804.676.606.983.350;0.9931929927516242;6;sector_restoran;59
24/06/2025;1180;3.767.370.749.017.190;0.0471875030922518;2.855.571.107.388.750;20.119.465.841.764.900;7.045.688.965.582.410;6;sector_restoran;91
25/06/2025;1498;23.288.583.666.994.900;0.04650574512298982;21.916.769.679.085.300;6.677.159.009.476.060;30.465.981.562.273.400;6;sector_parkir;10
26/06/2025;1319;36.938.177.462.398.500;0.07115966529154155;10.864.006.681.009.300;2.063.838.917.132.120;18.997.032.841.849.900;6;sector_reklame;13
27/06/2025;1082;7.235.592.341.812.110;0.016038435936689084;41.821.850.790.498.700;37.324.912.141.139.800;892.473.944.496.485;6;sector_hotel;2
28/06/2025;1302;3.719.784.706.079.360;0.06343352046562913;18.554.055.110.008.800;10.731.899.295.130.100;5.784.126.020.699.840;6;sector_hotel;90
29/06/2025;1261;5.714.685.470.436.170;0.07948286073751193;6.863.112.331.698.070;29.165.766.757.811.000;424.964.146.705.068;6;sector_hotel;15
30/06/2025;1783;4.255.493.405.628.980;0.08453914820979348;28.046.111.192.005.700;8.616.509.495.706.800;0.3072265326453832;6;sector_restoran;46
